c5	c10	c12	c14	c15	c16	c17	c18	c20	c25	c35	c40	c90	c100	c110	c120	c130	c140	c150	c152	c160	c170	c180	c190	c192	c200	c210	c220	c230	c240	c250	c260	c270	c280	c290	c300	c310a	c310b	c310c	c310d	c314a	c314b	c314c	c314d	c320a	c320b	c320c	c324a	c324b	c324c	c330	c332	c340	c350	c360	c370	c380	c390	c400	c410	c420	c430	c440	c450	c460	c490	c510a	c510b	c510c	c510d	c510e	c510f	c602	c604	c606	c608	c610	c612	c614	c616	c620	c640	c652	c654	c660	eof
	20230301		CE  	2023	3	1	KW7R2023011228002	1	20230228	G	2720	AN2314	CLEVIS BOLT     			CESSNA	402   	402C        	207590R	CE  										ZONE 100	WORN            	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			NM	09	5826C					402C0050				DURING SCHEDULED INSPECTION OF RUDDER PEDAL TORQUE TUBE AND ATTACHING ARMS PER CESSNA INSPECTION OPERATION 73 USING SUPP	LEMENTAL INSPECTION NUMBER 27-20-05 INSPECTION PROCEDURES: UPON REMOVAL OF THE RUDDER PEDAL ASSEMBLY, THE CLEVIS BOLTS (	ITEM #90 IN IPC) SECURING THE RUDDER CONTROL CABLES TO THE RUDDER PEDAL MECHANISM WERE FOUND TO HAVE EXCESSIVE WEAR THRO	UGH THE SHANK OF THE BOLT. THE ATTACH ARM HOLES IN THE RUDDER PEDAL ATTACH ARMS WERE ALSO WORN. THE RH RUDDER CONTROL CA	BLE CLEVIS BOLT WEAR WAS APPROXIMATELY UP TO 50% OF THE SHANK DIAMETER. THIS WEAR CANNOT BE SEEN WITHOUT REMOVAL OF THE 	BOLT. FAILURE OF THE CLEVIS BOLT WOULD CAUSE RUDDER CONTROL CABLE DISCONNECTION FROM RUDDER PEDAL MECHANISM.				2 	3O				A7CE    					 
	20230302		NM  	2023	3	2	M17F202303020002 	1	20230206	G	2741	6355C000101	MOTOR           			BOEING	737   	737852      	13844FM	NM  										ZONE 300	UNSERVICEABLE   	W				K				NONE                    				F			FLT CONT AFFECTED         			TX	TAXI/GRND HDL  	1			WA	06	XADRC	26390	16808			35116				STABILIZER TRIM DOES NOT WORK CORRECLTY									2 	4F			RT	A16WE   					 
	20230302		NM  	2023	3	2	M17F20230302018  	1	20230210	G	7500	1211313010	ACTUATOR        			BOEING	737   	737852      	13844FM	NM  										ZONE 400	UNSERVICEABLE   	W				K				NONE                    				K			FLUID LOSS                			TX	TAXI/GRND HDL  	1			WA	06	XAAMA	27132				36700				FUEL DRIP THROUGH VSV DRAIN AND HPTACC, ENG 2									2 	4F			RT	A16WE   					 
	20230302		NM  	2023	3	2	M17F2023030216   	1	20230204	G	5610	141A48001	WINDSHIELD      			BOEING	737   	7378        	13844FZ	NM  										ZONE 200	CRACKED         	W				K				NONE                    				O			OTHER                     			DE	DESCENT        	1			WA	06	XAAMG	27051				39439				CAPTAIN REPORTS BY ACARS, WINDSHIELD L1 CRACKED									2 	4F			RT	A16WE   					 
	20230310		NM  	2023	3	10	MK1Y20230305001  	1	20230305	G	5300		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				SEC 43, STA 654 TO 654+22, STR 31L TO 32L: DURING MAINTENANCE INSPECTION, SHOP HAS DISCOVERED A BUCKLE ON FUSELAGE SKIN 	AT THE NOTED AREA, AND PERFORMED A CUT OUT BY 1.2"X1.5".								2 	4F			RT	A1NM    					 
	20230306		NM  	2023	3	6	MK1Y20230305002  	1	20230305	G	5300		NONE            			BOEING	767   	767323      	1385205	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				STA 1333, STR 20R, DOOR SILL: FOUND DEEP REDUCTION OF MATERIAL ON THE FAIL SAFE STRAP OF THE UPPER SILL AT STA 1333, STR	 20R. HFEC INSPECTION WAS PERFORMED AND NO CRACKS OR CORROSION WERE FOUND.								2 	4F			RT	A1NM    					 
	20230307		NM  	2023	3	7	MK1Y20230305003  	1	20230305	G	5300		NONE            			BOEING	767   	767323      	1385205	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				DURING MAINTENANCE INSPECTION AT IAI, 3 EA SPOTS WITH CORROSION WERE FOUND ON THE CENTER WING UPPER SURFACE SKIN, AT STA	 955 LBL 72, LBL 80 AND RBL 91. THE CORROSION WAS REMOVED AND UT INSPECTION WAS ACCOMPLISHED ON THE BLENDED AREAS TO DET	ERMINE THE REMAINING MATERIAL THICKNESS. AT STA 955 LBL 72 ? NOMINAL THICKNESS WAS FOUND 0.317?, MINIMAL REMAINING THICK	NESS 0.180?, 43.3% MATERIAL REMOVED. AT STA 955 LBL 80 ? NOMINAL THICKNESS WAS FOUND 0.328?, MINIMAL REMAINING THICKNESS	 0.241?, 26.6% MMATERIAL REMOVED. AT STA 955 RBL 91 ? NOMINAL THICKNESS WAS FOUND 0.340?, MINIMAL REMAINING THICKNESS 0.	235?, 31% MATERIAL REMOVED. THE BLENDED AREAS WERE FOUND BEYOND SRM 57-10-01 ALLOWABLE DAMAGE 1.				2 	4F			RT	A1NM    					 
	20230308		NM  	2023	3	8	MK1Y20230305004  	1	20230305	G	5300		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				SECTION 41 ? FUSELAGE SKIN AT STA 159.5 AND ABOVE STR30R: DURING MAINTENANCE INSPECTION, EXISTING BLEND OUT AND LIGHTING	 STRKE WERE FOUND. SKIN P/N 141T3211, IS MADE FROM 0.08? CLAD 2024-T3 (CHEM-MILLED 0.045?0. THE BLEND OUT IS BEYOND LIMI	TS PER SRM 53-00-01, ALLOWABLE DAMAGE 2, FIG 101.							2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305005  	1	20230305	G	5300		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				FUSELAGE SKIN, STA 325 BT STR21L-22L: TWO EXISTING BLENDOUTS FOUND ON EXTERNAL FUSELAGE SKIN. NOMINAL THICKNESS: 0.130".	     (-0.002" THICKNESS BLENDED). ONLY ONE BLENDOUT IS DOCUMENTED.								2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305006  	1	20230305	G	5300		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				DURING MAINTENANCE INSPECTION, AIRCRAFT MAINTENANCE CORRODED AREA WAS FOUND AT DRAIN MUST BETWEEN STA 1395 AND STA 1417 	AND        STR 35R AND STR 36R. A UT INSPECTION WAS ACCOMPLISHED ON BLENDED AREA TO DETERMINE THE REMAINING MATERIAL THI	CKNESS AS CONTAINED IN REF /A/. PER REF /D/, AND THE BLENDED AREA WAS FOUND TO SLIGHTLY EXCEED ALLOWABLE PARENT MATERIAL	 LOSS LIMITS AND EXCEED ALLOWABLE LIMITS. REWORKED AREA, NOMINAL THICKNESS 0.135" (0.010"+/-0.007"), REMAINING MATERIAL 	0.118", 12.5% MATERIAL REMOVED. REWORKED AREA, NOMINAL THICKNESS 0.105" (0.010"+/-0.005"), REMAINING MATERIAL 0.103", 2.	5% MATERIAL REMOVED. REWORKED AREA, NOMINAL THICKNESS 0.056" (0.010" /-0.003"), REMAINING MATERIAL 0.051", 9% MATERIAL R				2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305007  	1	20230305	G	5200		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				SEC 48, STA 1854 TO 1863: FOUND EXISTING DOUBLER REPAIR ON RH DOOR EXTERNAL SKIN AROUND LATCH CUTOUT LOWER LONGERON.									2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305008  	1	20230305	G	5300		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				DURING MAINTENANCE INSPECTION AT IAI, A DENT WAS FOUND ON THE LOWER SKIN PANEL OF LAP SPLICE AT STR 36L, STA 1433 (BELOW	 BULK CARGO DOOR). DENT DIMENSIONS: L=2.24", A=1.95, Y=0.050, A/Y=39.								2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305009  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				STRUT FAIRING SKIN, INBD SIDE: EXISTING UNDOCUMENTED 2.8"X1.4" DOUBLER REPAIR ON THE INBD SIDE OF STRUT FAIRING SKIN BEL	OW DOOR PANEL BT STA 304.54 ? 307.34.								2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305010  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #1 OUTBD CORE COWL SKIN: DURING MAINTENANCE INSPECTION AT IAI FOUND TWO EXISTING UNDOCUMENTED DOUBLER REPAIRS ON 	OUTBD CORE COWL. M0149 ? LOCATED NAC STA 268 TO 283 AT 6 O'CLOCK SIZE 15"X4.8". M0151 ? LOCATED NAC STA 303.75 BT 11 TO 	12 O'CLOCK SIZE 1.6"X7.2".							2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305011  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2, BT NAC STA 268.7 TO 303.7 AND BT 9 TO 10 O'CLOCK: DURING MAINTENANCE INSPECTION SEVERAL SCRATCHES DAMAGE WERE	 FOUND ON CORE COWL SKIN. FASTENERS REMOVED, AND INSTALLED AFTER THE AREA WAS BLENDED PER SRM 51-40-02. SMOOTHING WAS PE	RFORMED IN THE AREA OF THE SCRATCHES PER          SRM 51-10-02. ALSO PERFORMED HFEC INSPECTION AND FOUND NO CRCKS OR COR	ROSION. PERFORMED UT THICK INSP AND FOUND: ORIGINAL 0.063" MIN 0.061"; ORIGINAL 0.042"           MIN 0.040".						2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305012  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2 INBD CORE COWL SKIN: DURING MAINTENANCE INSPECTION AT IAI FOUND EXISTING HAT FRAME REPAIR NOT ACCORDING TO SRM	 ON INBD CORE COWL ENG #2 NAC STA 303.75 BT 11 TO 12 O?CLOCK.EXTERNAL DOUBLER SIZE: 1.7?X7.1?. ENGEL PATCH SIZE: 6?X4? A	PP. P/N: 224-2301-513, S/N: 0233.							2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305013  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE # 2 OUTBD CORE COWL SKIN: DURING MAINTENANCE INSPECTION AT IAI FOUND UNDOCUMENTED DOUBLER REPAIR ENG # 2 OUTBD CO	RE COWL AROUND FWD LATCH CUTOUT BT NAS STA 264.37 TO 270.57 AT 6 O?CLOCK.								2 	4F			RT	A1NM    					 
	20230309		NM  	2023	3	9	MK1Y20230305014  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2 INLET COWL INNER BARREL ACOUSTIC PANEL:                 7 UNDOCUMENTED EXISTING FILLER REPAIRS (NRC'S M0130, M	0131, M0133, M0134, M0135, M0136, M0137) AND A NEW DENT (NRC M0132) WERE FOUND ON INLET COWL SKIN OF ENGINE 2 (CF6-80C2 	ENGINE).							2 	4F			RT	A1NM    					 
	20230307		NM  	2023	3	7	MK1Y20230305015  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2 CF6-80C2B6F STRUT, AFT FAIRING PANEL ASSY, BETWEEN NAC STA 304.54 AND NAC STA 308.00: SHOP FOUND AN EXISTING R	EPAIR ON THE OUTBD SIDE OF STRUT #2 IN THE OUTER SKIN PANEL LOCATED BELOW ACCESS DOOR BT NAC STA 304.54 TO 308.00. SIZE 	OF THE REPAIR: 3.5"X1.2". P/N 314U2100-72 S/N 1915A.							2 	4F			RT	A1NM    					 
	20230307		NM  	2023	3	7	MK1Y20230305016  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2 CF6-80C2B6F, EXHAUST, NAC STA 332.34 AND NAC       STA 360.73: SHOP FOUND A DENT WITH SHARP CREASE ON THE EXTE	RNAL EXHAUST SKIN LOCATED ON ENGINE 2 NAC STA 332.34, BT 6 TO 5 O?CLOCK. SIZE: L=0.50?, Y=0.020, A=0.47 A/Y=23. IN ADDIT	ION, SHOP FOUND ANOTHER DENT THAT IS LESS THAN 2.0 INCHES FROM PANEL EDGE ON THE EXTERNAL EXHAUST SKIN LOCATED ON ENGINE	 2, NAC STA 360.73,      BT 2 TO 3 O?CLOCK AND 0.85? FROM AFT RING CUTOUT. SIZE: L=2.51?, A=1.07, Y=0.050, A/Y=21. P/N 3	14U2100-72; S/N 1915A.					2 	4F			RT	A1NM    					 
	20230307		NM  	2023	3	7	MK1Y20230305017  	1	20230305	G	5200		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				:  R/H MAIN LANDING GEAR TRUNNION DOOR AT OUTER SKIN, FWD EDGE LOWER CORNER: DURING MAINTENANCE INSPECTION, SHOP FOUND U	NDOCUMENTED DOUBLER REPAIR AT THE NOTED AREA.DIMENSION OF DOUBLER REPAIR: 6.0"X7.5".								2 	4F			RT	A1NM    					 
	20230310		NM  	2023	3	10	MK1Y20230305018  	1	20230305	G	5330		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				REPAIR ? EXTERNAL FUSELAGE SKIN, STA 1809 TO 1824, 4.0" ABOVE STR 22R: DURING MAINTENANCE INSPECTION AT IAI, SHOP FOUND 	AN UNDOCUMENTED DOUBLER REPAIR AT THE NOTED AREA. SIZE: 14.5"X15.5".								2 	4F			RT	A1NM    					 
	20230310		NM  	2023	3	10	MK1Y20230305019  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENG #2 FAN COWL OUTER SKIN: 8 (EIGHT) DENTS WERE FOUND WITH CLOSE GAPS IN THE OUTER SKIN OF THE ENG #2 FAN COWL, ON THE 	OUTBD SIDE BT 4 O'CLOCK TO 5 O'CLOCK.								2 	4F			RT	A1NM    					 
	20230310		NM  	2023	3	10	MK1Y20230305020  	1	20230305	G	5400		NONE            			BOEING	767   	76735H      	1385208	NM  											NONE            	B			MK1Y	K				NONE                    				Z			SIGNIFICANT FAILURE REPORT			IN	INSP/MAINT     	1			EA	33	206CM					26388				ENGINE #2 ? LH CORE COWL, NAC STA 264.50, UPPER CORNER EDGE: DURING MAINTENANCE INSPECTION, SHOP FOUND A 0.9" LONG CRACK	 ON AN INCOMING REPAIR AT THE NOTED AREA. IN ADDITION, THE EXISTING REPAIR CONFIGURATION IS MISSING SEAL-FLEX P/N S700S1	310-1, FILLER P/N 224-2301-165 AND SEAL RETAINER P/N 224-2301-155.							2 	4F			RT	A1NM    					 
	20230214			2023	2	14	N3XR202302080001 	1	20230206	G	3210	NOTREPORTED	NOT REPORTED    																	ZONE 700	FAILED          	B			N3XR	O				OTHER                   				O			OTHER                     			TX	TAXI/GRND HDL  	1			SO	15	513JG	178  	178  			10143				DURING A SLOW TAXI, THE LEFT LANDING GEAR LEG FAILED AT THE FUSELAGE ATTACH POINT. THE GEAR LEG SEPARATED FROM THE FUSEL	AGE ALLOWING THE AIRCRAFT TO FALL ONTO THE LEFT WINGTIP.																		 
	20230310		EA  	2023	3	10	NI1R552PC030623  	2	20230306	G	7311	20003A	OIL COOLER      	LYC         	O360A1H6    	PIPER 	PA44  	PA44180     	7104402	SO  	LYC   	O360  	O360A1H6    	NIR	EA  					BOTTOM OF OIL CO	CRACKED         	B			NI1R	E	A			ENGINE SHUTDOWN         	UNSCHED LANDING         			K			FLUID LOSS                			CR	CRUISE         	1			CE	03	552PC	120  			L3445536E	4496069	L3445536E			DURING A DUAL TRAINING FLIGHT THE PILOT NOTICE THE OIL PRESSURE DROPPING AND THE OIL TEMP CLIMBING. A PRECAUTIONARY ENGI	NE SHUTDOWN WAS PERFORMED, AND THE AIRCRAFT RETURNED TO THE AIRPORT. THE INVESTIGATION REVEALED THE L/H OIL COOLER HAD C	RACKED ALONG THE BOTTOM SEAM. TOTAL TIME SINCE NEW ON THE OIL COOLER WAS 119.9 HRS.							2 	3O	3	O		A19S0   	E286				 
	20230308		SO  	2023	3	8	NI1R621PC012023  	2	20230120	G	7300	6562093	THROTTLE ARM    	CONT        		DIAMON	DA20  	DA20C1      	2990001	GL  	CONT  	O240  	IO240B      	17063	SO  	SNSNCH	W69EK	W69EK63     	EA  	ENGINE FUEL SYST	WORN            	B			NI1R	A				UNSCHED LANDING         				F			FLT CONT AFFECTED         			CR	CRUISE         	1			CE	03	621PC	32   	32   		A21BA405	CO508	1043047	AL2967		DURING A DUEL INSTRUCTION FLIGHT, ENGINE BECAME UNRESPONSIVE TO THROTTLE INPUT. THE AIRCRAFT RETURNED TO THE AIRPORT AND	 LANDED SAFELY. DURING THE SUBSEQUENT INVESTIGATION IT WAS DISCOVERED THE THROTTLE ARM SPLINES APPEARED TO BE WORN/ SHEA	RD. THE SPLINES ON THE THROTTLE SHAFT AND ARM ARE NOT VERY ROBUST AND DON'T ALWAYS MATCH UP EVEN WHEN NEW. THIS DESIGN R	ELIES ON TORQUE TO MASH THE SPLINES TOGETHER TO PROVIDE THE FRICTION / MECHANICAL INTERLOCK TO KEEP THE ARM FROM SLIPPIN	G ON THE SHAFT.					1 	3O	3	O	NT	TA4CH   	E7SO	5	N	TA4CH	 
	20230118			2023	1	18	OEJA2023010900020	4	20230106	G	2312	8221115001	VHF COMM        			BEECH 	MU300 	400A        	1155402	CE  											INOPERATIVE     	E			OEJA	O				OTHER                   				O			OTHER                     			LD	LANDING        	1			SW	99	420FL	11721	262  			RK310				DURING THE ILS 24 APPROACH IN TO KMDG WE LOST RADIO COMMUNICATION DURING THE LANDING AT THE TIME WE CONTINUE (BEING THE 	ONLY AIRCRAFT IN THE AIRPORT) WE RECEIVED THE GUN LIGHT SIGNAL TO LAND WHICH WE COMPLETED WITH OUT ANY OTHER PROBLEMS.  	ON THE GROUND I CHANGE THE FREQUENCY TO #2 RADIO AND WE GOT COMMUNICATION FROM THEW TOWER.  AT THAT POINT THE TOWER QUER	Y US AND WE TOLD THEM ABOUT OUR PROBLEM, TAXI TO FBO AND TESTED BOT RADIOS AND THEY WORKED.						2 	4F			RT	A16SW   					 
	20230210		EU  	2023	2	10	PCPR20230202     	1	20230125	G	3250	5322012266	TUBE            	PILATS      		PILATS	PC12  	PC1247E     	7090553	EU  	PWC   	PT6   	PT6A67P     	52292	NE  	MTPROP	MTV	MTV21       	EU  	ZONE 700	CORRODED        	B				K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			WP	25	546SL	2912 				1132	PCERY0137	120498		CORROSION INSIDE NOSE LANDING GEAR STEERING TUBE AT BARREL NUT SEALING SURFACE.									1 	3T			RT	A78EU   	E26NE	5	C	P16BO	 
	20230112		SW  	2023	1	12	QR9R2023010600001	1	20230106	G	7931	9550166110	TRANSMITTER     			BOLKMS	117   	BK117C2     	5626002	SW  										OIL PRESSURE	FAULTED         	B			QR9R	A				UNSCHED LANDING         				J			WARNING INDICATION        			HO	HOVERING       	1			SO	09						18724219807				NR 1 ENGINE OIL PRESSURE READING 0.2 BAR AFTER REACHING IDLE. MAINTENANCE CLEANED AND RESEATED CONNECTOR ON #1 ENGINE OI	L PRESSURE TRANSMITTER IAW AMM 77-32-00, 1-1. DURING MOC OF #1 ENGINE OIL PRESSURE, OIL PRESSURE DID NOT INCREASE DURING	 START, BUT #1 ENG OIL P MESSAGE WENT OUT AT A NORMAL TIME, INDICATING THAT OIL PRESSURE WAS NORMAL, BUT INDICATION WAS 	IMPROPER. WHILE AT GROUND IDLE ENGINE OIL PRESSURE INDICATION SLOWLY CREPT UP FROM 0.0 TO ABOUT 2.4. REMOVED AND REPLACE	D #1 ENG OIL PRESSURE TRANSMITTER IAW ARRIEL 1 E2 79-36-00-900-801-A01.					2 	3U				H13EU   					 
	20230112		SW  	2023	1	12	QR9R2023010600002	1	20230106	G	2140	JBS8821	HEATER          			BOLKMS	117   	BK117C2     	5626002	SW  											INOPERATIVE     	B			QR9R	C				ABORTED TAKEOFF         				J			WARNING INDICATION        			TO	TAKEOFF        	1			SO	09			27   			14723239694				PRIOR TO TAKEOFF, HEATER WAS FOUND TO BE INOPERATIVE. REMOVED AND REPLACED HEAT EJECTOR IAW 21-41-00, 4-1.									2 	3U				H13EU   					 
	20230119			2023	1	19	QR9R2023010900001	4	20230109	G	2300	3130012021200	RADIO           			BOLKMS	117   	BK117C2     	5626002	SW  										NR 4	FAULTED         	B			QR9R	C				ABORTED TAKEOFF         				F			FLT CONT AFFECTED         			TO	TAKEOFF        	1			SO	09						15723999781				PRIOR TO TAKE-OFF, RADIO #4 WAS FOUND TO BE INOP. STAYS ON AIRFIELD ATIS REGARDLESS OF SELECTED CHANNEL. SELECTING OTHER	 CHANNELS RESULTED IN OVERPOWERING SQUELCH/STATIC SOUND. NO SIDE TONE WHEN ATTEMPTING TO TRANSMIT. AFTER SUBBING KNOWN G	OOD C-5000 RADIO, THE STATIC WENT AWAY AND SIDE TONE COULD BE HEARD WHEN TRANSMITTING. REMOVED AND REPLACED C-5000 CONTR	OL HEAD IAW 145 MMS-015. MOC OK.						2 	3U				H13EU   					 
	20230120			2023	1	20	QR9R2023011000001	4	20230110	G	3160	C19267ZG12	DISPLAY         			BOLKMS	117   	BK117C2     	5626002	SW  										COCKPIT	FAILED          	B			QR9R	C				ABORTED TAKEOFF         				F			FLT CONT AFFECTED         			HO	HOVERING       	1			SO	09			11   			10721319356				PILOT ND FAILED ON START UP. REMOVED AND REPLACED PILOT ND IAW AMM 31-61-00, 4-2 MOC SUCCESSFULLY COMPLETED.									2 	3U				H13EU   					 
	20230120		SW  	2023	1	20	QR9R2023011000002	1	20230110	G	6700	41800879001	MOTOR           			BOLKMS	117   	BK117C2     	5626002	SW  										YAW/TRIM	FAULTED         	B			QR9R	C				ABORTED TAKEOFF         				J			WARNING INDICATION        			HO	HOVERING       	1			SO	09						08720799262				DURING AUTO PILOT TEST, API/TRIM CAUTION DISPLAYED. REMOVED AND REPLACED YAW TRIM MOTOR IAW AMM 67-14-00, 4-1. TEST FLIG	HT SUCCESSFULLY COMPLETED.								2 	3U				H13EU   					 
	20230123			2023	1	23	QR9R2023011100001	4	20230111	G	3160	C19267ZG12	DISPLAY         			BOLKMS	117   	BK117C2     	5626002	SW  										COCKPIT RIGHT	FAILED          	B			QR9R	C				ABORTED TAKEOFF         				F			FLT CONT AFFECTED         			HO	HOVERING       	1			SO	09			1233 			19724399825				ABORTED TAKE-OFF DUE TO CO-PILOT PFD FAILURE. REMOVED AND REPLACED SMD45H IAW 31-61-00, 4-1. MOC SUCCESSFULLY COMPLETED.									2 	3U				H13EU   					 
	20230123		SW  	2023	1	23	QR9R2023011200001	1	20230112	G	6700	41800878052	ACTUATOR        			BOLKMS	117   	BK117C2     	5626002	SW  										TRIM SYS	FAILED          	B			QR9R	C				ABORTED TAKEOFF         				F			FLT CONT AFFECTED         			HO	HOVERING       	1			SO	09						09721129336				AP TEST FAIL. AP2 TRIM. A TEST FLIGHT EVALUATION REVEALED AUTO PILOT TEST FAILED WITH AP2 AND TRIM DISPLAYED ON THE CAD 	AND THE ROLL "R" IN A FLASHING BOX DISPLAYED ON BOTH PILOTS' PFDS. PULLED/RESET ALL ASSOCIATED CIRCUIT BREAKERS AND ATTE	MPTED TEST AGAIN WITH SAME RESULTS. REMOVED AND REPLACED TRIM ACTUATOR IAW AMM 67-14-00, 4-1.							2 	3U				H13EU   					 
	20230201		SW  	2023	2	1	QR9R2023012000001	1	20230120	G	7700	B771M40C1004	INDICATOR       			BOLKMS	117   	BK117C2     	5626002	SW  											FAILED          	B			QR9R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	09						07720319165				AFTER INSTALLING TRIPLE INDICATOR, THE R NEEDLE FAILED TO RETURN TO ZERO ALONG WITH THE #1 NEEDLE WHEN THE PUSH TO TEST 	BUTTON IS DEPRESSED. FAILED BUILT IN TEST INDICATION. TRIPLE INDICATOR WAS RECEIVED BAD FROM SUPPLY.								2 	3U				H13EU   					 
	20230125		SW  	2023	1	25	QR9R2023012500001	1	20230125	G	2510	1157601	HEADREST        			BOLKMS	117   	BK117C2     	5626002	SW  											BROKEN          	B			QR9R	K				NONE                    				O			OTHER                     			IN	INSP/MAINT     	1			SO	09						15723949774				DURING PREFLIGHT, CO-PILOTS SEAT HEADREST MOUNTING BRACKETS WERE DISCOVERED TO BE BROKEN. REMOVED AND REPLACED HEADREST 	ASSEMBLY.								2 	3U				H13EU   					 
